month,category,segment,product_count,stock_on_hand,units_received,units_sold,stockout_days,avg_days_of_supply,avg_fill_rate,stockout_flag_share,overstock_flag_share,reorder_flag_share,avg_sell_through_rate
2018-03-01,Streetwear,Balanced,51,8586,1410,1199,63,322.96666666666664,0.9588235294117646,0.7450980392156863,0.7450980392156863,0.0,0.1832686274509804
2018-03-01,Streetwear,Everyday,126,26832,2588,2183,164,667.436507936508,0.9566150793650794,0.6984126984126984,0.6984126984126984,0.0,0.16349444444444444
2018-03-01,Streetwear,Performance,64,16259,1676,1423,62,444.61875,0.9677078125,0.640625,0.8125,0.0,0.1310921875
2018-03-01,Streetwear,Standard,28,1125,124,111,26,300.075,0.9690428571428571,0.5714285714285714,0.7142857142857143,0.0,0.15201071428571428
2018-04-01,Casual,Activewear,4,70,77,66,8,33.075,0.93335,0.75,0.0,0.0,0.4783
2018-04-01,Casual,All-weather,27,2944,633,546,78,240.6148148148148,0.9037037037037037,0.7777777777777778,0.7037037037037037,0.0,0.22988148148148146
2018-04-01,GenZ,Trendy,44,5406,807,699,48,292.01590909090913,0.963640909090909,0.7727272727272727,0.6818181818181818,0.0,0.18708636363636363
2018-04-01,Outdoor,Activewear,164,40593,3086,2612,163,771.4420731707318,0.9668743902439024,0.6707317073170732,0.7804878048780488,0.0,0.13910487804878047
2018-04-01,Outdoor,Premium,28,5716,504,417,32,1232.7749999999999,0.9619071428571428,0.7857142857142857,1.0,0.0,0.058775
2018-04-01,Streetwear,Balanced,55,8742,2026,1732,58,230.88545454545456,0.9648509090909091,0.7272727272727273,0.5818181818181818,0.0,0.2070909090909091
2018-04-01,Streetwear,Everyday,130,27388,4051,3414,162,466.64,0.9584607692307693,0.6692307692307692,0.6538461538461539,0.0,0.19129
2018-04-01,Streetwear,Performance,70,17435,2790,2334,74,605.1114285714286,0.9647642857142857,0.7,0.7714285714285715,0.0,0.17069714285714285
2018-04-01,Streetwear,Standard,28,1152,179,161,29,219.06071428571428,0.9654785714285714,0.6428571428571429,0.6428571428571429,0.0,0.20812857142857144
2018-05-01,Casual,Activewear,4,82,64,52,3,46.775,0.975,0.5,0.0,0.0,0.3951
2018-05-01,Casual,All-weather,27,3059,758,643,87,229.54814814814816,0.8925925925925926,0.7037037037037037,0.6666666666666666,0.0,0.24032222222222221
2018-05-01,GenZ,Trendy,44,5473,1438,1240,50,158.775,0.9621181818181818,0.6590909090909091,0.38636363636363635,0.0,0.26785
2018-05-01,Outdoor,Activewear,168,41427,2681,2310,171,923.9130952380953,0.9660714285714287,0.6785714285714286,0.8095238095238095,0.0,0.11839166666666667
2018-05-01,Outdoor,Premium,22,5360,336,285,21,1638.0454545454545,0.9681909090909091,0.7272727272727273,1.0,0.0,0.043995454545454546
2018-05-01,Streetwear,Balanced,59,9628,2040,1733,73,379.43898305084747,0.9587559322033898,0.6440677966101694,0.6779661016949152,0.0,0.2051101694915254
2018-05-01,Streetwear,Everyday,136,29713,4781,4083,177,817.8735294117647,0.9566183823529412,0.6985294117647058,0.6764705882352942,0.0,0.20497352941176472
2018-05-01,Streetwear,Performance,73,17667,3024,2548,84,449.5972602739726,0.9616410958904109,0.6438356164383562,0.6986301369863014,0.0,0.1903931506849315
2018-05-01,Streetwear,Standard,29,1230,208,186,36,265.48275862068965,0.9586275862068966,0.8620689655172413,0.6896551724137931,0.0,0.18358620689655172
2018-06-01,Casual,Activewear,4,89,71,64,5,42.425,0.958325,0.75,0.0,0.0,0.425825
2018-06-01,Casual,All-weather,27,3183,889,764,83,169.23333333333335,0.8975333333333333,0.6666666666666666,0.6296296296296297,0.0,0.2574444444444445
2018-06-01,GenZ,Trendy,47,6091,2264,1901,120,288.4489361702128,0.9148914893617022,0.6595744680851063,0.3617021276595745,0.0,0.3510553191489362
2018-06-01,Outdoor,Activewear,154,41490,2622,2228,159,956.8402597402597,0.9655837662337663,0.6818181818181818,0.8441558441558441,0.0,0.10437402597402597
2018-06-01,Outdoor,Premium,23,5359,320,261,30,1755.3652173913044,0.9565130434782609,0.782608695652174,0.9565217391304348,0.0,0.06082173913043478
2018-06-01,Streetwear,Balanced,57,9667,2218,1853,64,359.6947368421053,0.9625754385964912,0.7719298245614035,0.6842105263157895,0.0,0.19807894736842105
2018-06-01,Streetwear,Everyday,138,29702,5986,5060,150,651.745652173913,0.9637688405797101,0.5797101449275363,0.6376811594202898,0.0,0.2169586956521739
2018-06-01,Streetwear,Performance,71,17941,3248,2754,79,386.15492957746477,0.962912676056338,0.647887323943662,0.7605633802816901,0.0,0.18869859154929577
2018-06-01,Streetwear,Standard,29,1215,335,286,28,160.0344827586207,0.9678241379310345,0.4827586206896552,0.4827586206896552,0.0,0.25665862068965517
2018-07-01,Casual,Activewear,4,96,61,54,4,53.025000000000006,0.9667,1.0,0.0,0.0,0.36645
2018-07-01,Casual,All-weather,27,3328,675,578,71,273.8814814814815,0.9123407407407408,0.8518518518518519,0.6666666666666666,0.0,0.22466296296296295
2018-07-01,GenZ,Trendy,44,6479,1124,963,64,464.5863636363636,0.9515136363636363,0.6363636363636364,0.5,0.0,0.26584318181818184
2018-07-01,Outdoor,Activewear,142,39660,1828,1560,147,998.3957746478874,0.9654908450704226,0.6690140845070423,0.8873239436619719,0.0,0.08518380281690141
2018-07-01,Outdoor,Premium,21,4777,184,159,19,1628.3333333333333,0.9698380952380952,0.5714285714285714,1.0,0.0,0.04314285714285714
2018-07-01,Streetwear,Balanced,55,9603,1786,1517,65,327.76363636363635,0.9606018181818182,0.7090909090909091,0.7272727272727273,0.0,0.18235636363636365
2018-07-01,Streetwear,Everyday,129,29595,4281,3595,143,678.2635658914729,0.963046511627907,0.689922480620155,0.6821705426356589,0.0,0.1842720930232558
2018-07-01,Streetwear,Performance,67,18118,2357,2009,67,432.9358208955224,0.9666701492537314,0.6119402985074627,0.7910447761194029,0.0,0.1646537313432836
2018-07-01,Streetwear,Standard,29,1236,223,197,28,202.94482758620688,0.9678241379310345,0.6551724137931034,0.6206896551724138,0.0,0.20523793103448276
2018-08-01,Casual,Activewear,6,107,45,40,9,82.88333333333334,0.9499833333333334,0.8333333333333334,0.0,0.0,0.26755
2018-08-01,Casual,All-weather,30,3443,485,416,35,372.15,0.9611133333333334,0.6,0.6333333333333333,0.0,0.18154333333333333
2018-08-01,GenZ,Trendy,43,6073,988,826,69,317.71627906976744,0.9465116279069768,0.7441860465116279,0.6511627906976745,0.0,0.2349186046511628
2018-08-01,Outdoor,Activewear,146,40635,2070,1748,130,964.4828767123288,0.9703198630136985,0.5958904109589042,0.8424657534246576,0.0,0.10997534246575343
2018-08-01,Outdoor,Premium,24,5187,267,235,23,1238.5083333333334,0.9680583333333334,0.6666666666666666,0.9166666666666666,0.0,0.06730416666666666
2018-08-01,Streetwear,Balanced,55,9936,1897,1654,54,263.6781818181818,0.9672727272727273,0.6545454545454545,0.8,0.0,0.1762890909090909
2018-08-01,Streetwear,Everyday,130,29051,3366,2851,136,508.6492307692307,0.965126923076923,0.6846153846153846,0.7384615384615385,0.0,0.16747615384615383
2018-08-01,Streetwear,Performance,69,18402,1719,1484,77,486.2347826086956,0.9628014492753624,0.7246376811594203,0.8115942028985508,0.0,0.14841159420289854
2018-08-01,Streetwear,Standard,28,1269,179,157,34,320.9428571428571,0.9595178571428571,0.75,0.7142857142857143,0.0,0.16527142857142857
2018-09-01,Casual,Activewear,8,136,51,46,6,80.25,0.9750125000000001,0.625,0.25,0.0,0.303575
2018-09-01,Casual,All-weather,27,3349,276,246,21,614.4629629629629,0.9740740740740741,0.5185185185185185,0.8148148148148148,0.0,0.13832222222222224
2018-09-01,GenZ,Trendy,40,6189,408,354,35,875.9950000000001,0.9708325,0.575,0.85,0.0,0.1257375
2018-09-01,Outdoor,Activewear,138,41241,1495,1290,134,1407.0601449275362,0.967631884057971,0.6376811594202898,0.8623188405797102,0.0,0.0912231884057971
2018-09-01,Outdoor,Premium,22,5181,205,176,17,2036.3272727272727,0.9742454545454545,0.5454545454545454,0.8636363636363636,0.0,0.07650454545454545
2018-09-01,Streetwear,Balanced,59,12540,1407,1182,70,1279.0440677966103,0.9604542372881356,0.6610169491525424,0.9152542372881356,0.0,0.1263
2018-09-01,Streetwear,Everyday,121,28458,1657,1428,118,976.704132231405,0.967497520661157,0.6942148760330579,0.8429752066115702,0.0,0.10948925619834711
2018-09-01,Streetwear,Performance,61,17595,1005,844,55,847.5508196721311,0.9699475409836066,0.6229508196721312,0.7868852459016393,0.0,0.12292459016393444
2018-09-01,Streetwear,Standard,23,1186,116,105,23,633.9956521739131,0.9666652173913043,0.6521739130434783,0.8260869565217391,0.0,0.15948260869565217
2018-10-01,Casual,Activewear,8,140,44,40,18,115.8375,0.925,1.0,0.625,0.0,0.2939875
2018-10-01,Casual,All-weather,29,3182,227,202,23,639.8413793103449,0.9735620689655172,0.4827586206896552,0.8275862068965517,0.0,0.12846896551724138
2018-10-01,GenZ,Trendy,41,6588,422,365,49,1179.7634146341463,0.9601560975609755,0.7317073170731707,0.7560975609756098,0.0,0.1294439024390244
2018-10-01,Outdoor,Activewear,136,42279,1217,1068,133,2127.3323529411764,0.9674014705882352,0.6470588235294118,0.875,0.0,0.08186102941176471
2018-10-01,Outdoor,Premium,21,5392,202,176,16,2221.1238095238095,0.9746047619047619,0.5238095238095238,0.9523809523809523,0.0,0.042319047619047624
2018-10-01,Streetwear,Balanced,53,11924,1101,939,50,1554.1339622641508,0.968554716981132,0.5660377358490566,0.8867924528301887,0.0,0.1171188679245283
2018-10-01,Streetwear,Everyday,117,29463,1216,1056,111,1944.1444444444444,0.9683760683760684,0.6239316239316239,0.9230769230769231,0.0,0.09300512820512821
2018-10-01,Streetwear,Performance,59,17498,677,591,54,1076.3813559322034,0.9694915254237289,0.6101694915254238,0.847457627118644,0.0,0.10302542372881356
2018-10-01,Streetwear,Standard,24,1155,85,80,24,441.73333333333335,0.966675,0.75,0.8333333333333334,0.0,0.13274583333333334
2018-11-01,Casual,Activewear,6,115,8,8,10,412.5,0.9444333333333333,1.0,1.0,0.0,0.10161666666666667
2018-11-01,Casual,All-weather,29,3200,142,131,33,937.2241379310345,0.9620655172413792,0.7241379310344828,0.8620689655172413,0.0,0.09720689655172414
2018-11-01,GenZ,Trendy,33,5938,213,190,39,1269.8545454545454,0.9605969696969697,0.696969696969697,0.9696969696969697,0.0,0.07096060606060606
2018-11-01,Outdoor,Activewear,128,38543,1474,1262,123,1482.13828125,0.96797109375,0.609375,0.8984375,0.0,0.08987421875
2018-11-01,Outdoor,Premium,22,5356,257,218,22,1545.7181818181818,0.9666636363636364,0.6363636363636364,0.9545454545454546,0.0,0.07394545454545455
2018-11-01,Streetwear,Balanced,50,10161,737,638,64,744.7439999999999,0.957328,0.66,0.94,0.0,0.107822
2018-11-01,Streetwear,Everyday,101,26887,711,634,110,2252.8633663366336,0.9636940594059407,0.7029702970297029,0.9603960396039604,0.0,0.058041584158415836
2018-11-01,Streetwear,Performance,54,17989,425,370,64,2050.9555555555557,0.9604851851851852,0.7037037037037037,0.9629629629629629,0.0,0.05697037037037037
2018-11-01,Streetwear,Standard,19,1009,52,51,23,675.3894736842105,0.9596473684210526,0.7894736842105263,0.8421052631578947,0.0,0.11477894736842105
2018-12-01,Casual,Activewear,8,140,16,16,10,236.875,0.958325,0.75,1.0,0.0,0.127975
2018-12-01,Casual,All-weather,29,3419,167,148,32,827.5103448275862,0.9632137931034482,0.6896551724137931,0.8620689655172413,0.0,0.10166896551724137
2018-12-01,GenZ,Trendy,31,5829,296,262,31,888.3580645161289,0.966674193548387,0.7419354838709677,0.8709677419354839,0.0,0.10352903225806452
2018-12-01,Outdoor,Activewear,166,41273,3156,2704,166,980.4072289156627,0.9666644578313253,0.6445783132530121,0.7951807228915663,0.0,0.12029096385542168
2018-12-01,Outdoor,Premium,23,5277,302,263,21,945.4391304347827,0.9695608695652175,0.5652173913043478,0.9130434782608695,0.0,0.08457391304347826
2018-12-01,Streetwear,Balanced,42,9860,706,597,40,709.6880952380952,0.968252380952381,0.5952380952380952,0.9285714285714286,0.0,0.09572142857142857
2018-12-01,Streetwear,Everyday,104,26034,772,678,134,2222.5134615384613,0.9570490384615385,0.6923076923076923,0.8942307692307693,0.0,0.07805480769230769
2018-12-01,Streetwear,Performance,50,16623,462,404,54,1019.982,0.9639960000000001,0.68,0.9,0.0,0.078958
2018-12-01,Streetwear,Standard,21,767,65,60,25,393.06666666666666,0.9603190476190475,0.8095238095238095,0.8095238095238095,0.0,0.15337619047619047
2019-01-01,Casual,Activewear,8,148,62,54,19,334.7875,0.9208125,0.75,0.5,0.0,0.3053125
2019-01-01,Casual,All-weather,27,3170,150,134,24,713.6888888888889,0.9703703703703703,0.5925925925925926,0.8148148148148148,0.0,0.10919259259259259
2019-01-01,GenZ,Trendy,30,5422,152,136,29,1360.1533333333332,0.96777,0.5666666666666667,0.8666666666666667,0.0,0.08676
2019-01-01,Outdoor,Activewear,152,41585,1175,1032,139,1808.6585526315787,0.969516447368421,0.5986842105263158,0.8421052631578947,0.0,0.09014934210526315
2019-01-01,Outdoor,Premium,21,4961,179,156,19,1533.352380952381,0.969852380952381,0.7142857142857143,0.9047619047619048,0.0,0.06999999999999999
2019-01-01,Streetwear,Balanced,46,9853,755,637,57,718.1195652173913,0.9586934782608695,0.782608695652174,0.8695652173913043,0.0,0.10677173913043479
2019-01-01,Streetwear,Everyday,99,25156,878,763,112,2219.781818181818,0.9622909090909091,0.6363636363636364,0.8888888888888888,0.0,0.0835040404040404
2019-01-01,Streetwear,Performance,52,17243,379,338,50,1721.9288461538463,0.96795,0.6538461538461539,0.9038461538461539,0.0,0.07404615384615384
2019-01-01,Streetwear,Standard,17,952,39,37,19,1037.9882352941177,0.9627411764705881,0.7058823529411765,0.8823529411764706,0.0,0.10187058823529412
2019-02-01,Casual,Activewear,6,116,12,12,7,546.25,0.9611166666666667,0.8333333333333334,0.6666666666666666,0.0,0.18288333333333337
2019-02-01,Casual,All-weather,34,3374,167,148,35,757.3705882352941,0.9656852941176471,0.6764705882352942,0.7058823529411765,0.0,0.12554117647058824
2019-02-01,GenZ,Trendy,37,5325,162,144,33,959.645945945946,0.9702783783783784,0.6756756756756757,0.7567567567567568,0.0,0.11461351351351352
2019-02-01,Outdoor,Activewear,150,40236,1350,1188,142,1197.2806666666668,0.9684453333333333,0.64,0.84,0.0,0.10618866666666667
2019-02-01,Outdoor,Premium,24,5311,276,239,25,1063.6958333333334,0.965275,0.6666666666666666,0.7916666666666666,0.0,0.10044166666666667
2019-02-01,Streetwear,Balanced,45,9814,905,768,53,595.4266666666667,0.96074,0.6888888888888889,0.8444444444444444,0.0,0.13200222222222222
2019-02-01,Streetwear,Everyday,112,25892,1205,1054,146,1347.3660714285713,0.95655,0.6696428571428571,0.875,0.0,0.09929999999999999
2019-02-01,Streetwear,Performance,49,16646,643,561,40,894.7448979591836,0.9727918367346939,0.5714285714285714,0.8163265306122449,0.0,0.10973673469387756
2019-02-01,Streetwear,Standard,18,993,51,49,25,748.4000000000001,0.9537055555555555,0.8333333333333334,0.8333333333333334,0.0,0.12724444444444444
2019-03-01,Casual,Activewear,6,84,23,22,4,212.0,0.9777833333333333,0.5,0.6666666666666666,0.0,0.25906666666666667
2019-03-01,Casual,All-weather,34,3390,240,218,40,450.80882352941177,0.9607823529411765,0.7058823529411765,0.6470588235294118,0.0,0.2054264705882353
2019-03-01,GenZ,Trendy,47,6654,309,274,52,1087.8978723404257,0.9631191489361701,0.5957446808510638,0.7446808510638298,0.0,0.14238297872340425
2019-03-01,Outdoor,Activewear,120,39311,1066,938,114,3624.1608333333334,0.9683375000000001,0.675,0.8666666666666667,0.0,0.09092416666666667
2019-03-01,Outdoor,Premium,24,5535,272,232,25,1389.2166666666665,0.9652833333333333,0.75,0.875,0.0,0.0716125
2019-03-01,Streetwear,Balanced,50,10584,1150,971,55,734.9860000000001,0.9633320000000001,0.7,0.82,0.0,0.12886
2019-03-01,Streetwear,Everyday,119,28154,1648,1402,155,1582.5966386554621,0.9565806722689075,0.6638655462184874,0.8067226890756303,0.0,0.12401008403361344
2019-03-01,Streetwear,Performance,58,17505,936,787,69,830.846551724138,0.9603379310344828,0.6896551724137931,0.8448275862068966,0.0,0.12255172413793103
2019-03-01,Streetwear,Standard,21,705,67,62,15,412.4380952380953,0.9761904761904762,0.47619047619047616,0.7142857142857143,0.0,0.1604095238095238
2019-04-01,Casual,Activewear,8,154,49,44,4,130.9375,0.9833375,0.375,0.25,0.0,0.265725
2019-04-01,Casual,All-weather,39,3615,415,357,40,377.1974358974359,0.9658153846153846,0.6410256410256411,0.6153846153846154,0.0,0.21052307692307692
2019-04-01,GenZ,Trendy,48,5767,358,310,58,552.4854166666667,0.9597166666666667,0.7291666666666666,0.7083333333333334,0.0,0.16452708333333335
2019-04-01,Outdoor,Activewear,140,32357,1604,1366,144,1367.8921428571427,0.9657192857142858,0.7285714285714285,0.75,0.0,0.12361071428571428
2019-04-01,Outdoor,Premium,21,5286,316,273,19,1169.009523809524,0.9698428571428572,0.6190476190476191,0.9047619047619048,0.0,0.08384761904761905
2019-04-01,Streetwear,Balanced,50,10775,1762,1500,60,356.478,0.96,0.72,0.78,0.0,0.167926
2019-04-01,Streetwear,Everyday,115,28971,2001,1707,126,1306.0669565217393,0.9634791304347826,0.591304347826087,0.8347826086956521,0.0,0.12924608695652173
2019-04-01,Streetwear,Performance,63,17607,1251,1062,83,504.3190476190476,0.9560825396825398,0.6666666666666666,0.7777777777777778,0.0,0.14551904761904763
2019-04-01,Streetwear,Standard,31,953,138,126,34,308.7258064516129,0.963441935483871,0.6774193548387096,0.6451612903225806,0.0,0.201641935483871
2019-05-01,Casual,Activewear,8,154,20,20,4,257.8125,0.9833375,0.375,0.75,0.0,0.1512625
2019-05-01,Casual,All-weather,36,3529,338,297,35,461.375,0.9675888888888888,0.6111111111111112,0.6944444444444444,0.0,0.1903527777777778
2019-05-01,GenZ,Trendy,51,6362,447,395,58,725.5901960784313,0.9620901960784314,0.6274509803921569,0.6274509803921569,0.0,0.19598431372549022
2019-05-01,Outdoor,Activewear,144,42600,1681,1444,155,1748.0416666666667,0.9641201388888889,0.6875,0.8402777777777778,0.0,0.10719305555555556
2019-05-01,Outdoor,Premium,21,5170,263,231,21,1204.7,0.9666666666666667,0.6666666666666666,0.9047619047619048,0.0,0.08012857142857144
2019-05-01,Streetwear,Balanced,54,11175,1531,1275,58,466.3037037037037,0.9641981481481481,0.6851851851851852,0.7962962962962963,0.0,0.14739629629629628
2019-05-01,Streetwear,Everyday,119,28639,1974,1696,175,1033.2058823529412,0.9509823529411765,0.773109243697479,0.8403361344537815,0.0,0.1293529411764706
2019-05-01,Streetwear,Performance,63,18640,1335,1151,78,1071.4555555555555,0.958731746031746,0.6984126984126984,0.7619047619047619,0.0,0.14518412698412697
2019-05-01,Streetwear,Standard,31,1258,155,141,37,642.1967741935483,0.9602193548387097,0.6451612903225806,0.6451612903225806,0.0,0.21448709677419353
2019-06-01,Casual,Activewear,8,157,39,36,5,189.375,0.979175,0.5,0.625,0.0,0.2422625
2019-06-01,Casual,All-weather,35,3643,340,298,32,567.4171428571428,0.9695228571428572,0.6,0.7714285714285715,0.0,0.15677142857142856
2019-06-01,GenZ,Trendy,51,5899,463,402,65,404.59019607843135,0.9575196078431373,0.7843137254901961,0.7254901960784313,0.0,0.18125098039215687
2019-06-01,Outdoor,Activewear,142,41273,1663,1422,167,1169.1985915492958,0.9607950704225351,0.7535211267605634,0.8380281690140845,0.0,0.10715563380281691
2019-06-01,Outdoor,Premium,29,5957,249,212,35,1554.306896551724,0.9597655172413794,0.7586206896551724,0.8275862068965517,0.0,0.07505862068965517
2019-06-01,Streetwear,Balanced,48,10920,1515,1257,61,356.7583333333334,0.9576395833333334,0.7083333333333334,0.75,0.0,0.15742916666666668
2019-06-01,Streetwear,Everyday,110,26630,1997,1705,140,870.6190909090909,0.9575736363636363,0.7,0.8272727272727273,0.0,0.13368272727272726
2019-06-01,Streetwear,Performance,71,19564,1207,1037,58,1216.9887323943663,0.972774647887324,0.5633802816901409,0.7887323943661971,0.0,0.13873521126760566
2019-06-01,Streetwear,Standard,28,1237,140,125,27,458.8,0.9678642857142857,0.5714285714285714,0.6785714285714286,0.0,0.18225714285714287
2019-07-01,Casual,Activewear,8,160,31,28,7,222.4125,0.9708375,0.625,0.5,0.0,0.1758
2019-07-01,Casual,All-weather,36,3611,315,278,31,522.536111111111,0.9712916666666668,0.5277777777777778,0.6666666666666666,0.0,0.17686388888888888
2019-07-01,GenZ,Trendy,50,6257,424,372,49,597.648,0.967334,0.58,0.64,0.0,0.181612
2019-07-01,Outdoor,Activewear,130,39802,1305,1128,129,1469.0330769230768,0.966923076923077,0.6615384615384615,0.8846153846153846,0.0,0.08456461538461538
2019-07-01,Outdoor,Premium,22,5090,171,151,27,1132.9636363636364,0.9590909090909091,0.8181818181818182,0.8181818181818182,0.0,0.08158636363636364
2019-07-01,Streetwear,Balanced,51,11419,1249,1072,54,548.4568627450981,0.9647078431372549,0.6274509803921569,0.8431372549019608,0.0,0.1323764705882353
2019-07-01,Streetwear,Everyday,106,27331,1559,1340,115,1226.472641509434,0.9638377358490565,0.7169811320754716,0.8867924528301887,0.0,0.09734150943396226
2019-07-01,Streetwear,Performance,59,18044,982,836,64,773.9271186440677,0.9638372881355932,0.6779661016949152,0.847457627118644,0.0,0.12118305084745763
2019-07-01,Streetwear,Standard,26,785,130,117,23,301.58076923076925,0.9705153846153846,0.6153846153846154,0.6538461538461539,0.0,0.21461923076923076
2019-08-01,Casual,Activewear,8,137,20,20,7,231.25,0.9708375,0.625,0.75,0.0,0.1598
2019-08-01,Casual,All-weather,34,3289,291,253,31,340.09117647058827,0.969614705882353,0.6764705882352942,0.7647058823529411,0.0,0.15887647058823529
2019-08-01,GenZ,Trendy,53,6385,561,484,63,464.1584905660377,0.9603811320754717,0.7358490566037735,0.5660377358490566,0.0,0.20545283018867924
2019-08-01,Outdoor,Activewear,140,41617,1529,1314,146,1417.3628571428571,0.9652357142857143,0.6714285714285714,0.8285714285714286,0.0,0.09785428571428571
2019-08-01,Outdoor,Premium,24,5561,224,192,25,1378.5,0.9652833333333333,0.75,0.9166666666666666,0.0,0.07415416666666667
2019-08-01,Streetwear,Balanced,59,12229,1646,1404,60,517.2101694915254,0.9661050847457627,0.6949152542372882,0.847457627118644,0.0,0.1421762711864407
2019-08-01,Streetwear,Everyday,114,27917,1874,1630,135,988.3219298245614,0.9605245614035088,0.631578947368421,0.8947368421052632,0.0,0.12361140350877192
2019-08-01,Streetwear,Performance,71,18832,1035,880,77,986.756338028169,0.9638521126760563,0.7464788732394366,0.7605633802816901,0.0,0.13434084507042254
2019-08-01,Streetwear,Standard,29,1192,153,138,37,408.3758620689655,0.9574689655172414,0.6896551724137931,0.6896551724137931,0.0,0.19661724137931036
2019-09-01,Casual,Activewear,6,97,16,14,6,429.0,0.9666833333333334,0.8333333333333334,0.6666666666666666,0.0,0.17025
2019-09-01,Casual,All-weather,34,3642,253,224,34,672.6058823529411,0.9666617647058824,0.5882352941176471,0.7352941176470589,0.0,0.15008823529411763
2019-09-01,GenZ,Trendy,46,6332,329,288,42,791.3956521739129,0.9695652173913044,0.6086956521739131,0.8043478260869565,0.0,0.1276021739130435
2019-09-01,Outdoor,Activewear,132,43439,1044,920,110,2444.2651515151515,0.9722189393939393,0.5227272727272727,0.8787878787878788,0.0,0.08344469696969696
2019-09-01,Outdoor,Premium,21,5307,173,156,28,1473.8142857142857,0.955552380952381,0.8571428571428571,0.9047619047619048,0.0,0.05391428571428572
2019-09-01,Streetwear,Balanced,52,12333,955,804,52,821.5461538461539,0.9666653846153845,0.6153846153846154,0.8846153846153846,0.0,0.11880384615384615
2019-09-01,Streetwear,Everyday,112,27646,1089,947,122,1719.4383928571428,0.9636910714285715,0.7142857142857143,0.9017857142857143,0.0,0.08935714285714287
2019-09-01,Streetwear,Performance,59,18215,720,617,56,1046.4915254237287,0.968364406779661,0.6610169491525424,0.847457627118644,0.0,0.10963728813559323
2019-09-01,Streetwear,Standard,28,1256,80,75,25,850.1071428571429,0.9702464285714285,0.6785714285714286,0.75,0.0,0.13524285714285714
2019-10-01,Casual,Activewear,4,50,12,12,4,125.0,0.96665,0.5,0.5,0.0,0.2216
2019-10-01,Casual,All-weather,35,3466,184,169,39,576.5314285714285,0.9628542857142857,0.7142857142857143,0.7714285714285715,0.0,0.12409142857142856
2019-10-01,GenZ,Trendy,49,6238,268,237,57,915.230612244898,0.9612204081632654,0.7346938775510204,0.8163265306122449,0.0,0.13686122448979593
2019-10-01,Outdoor,Activewear,126,38981,952,840,150,1482.1984126984128,0.9603142857142857,0.7619047619047619,0.8174603174603174,0.0,0.0949547619047619
2019-10-01,Outdoor,Premium,23,5166,177,156,17,1210.0608695652174,0.9753565217391305,0.43478260869565216,0.8260869565217391,0.0,0.09095652173913044
2019-10-01,Streetwear,Balanced,54,12153,678,592,61,754.9907407407408,0.9623481481481482,0.7777777777777778,0.8518518518518519,0.0,0.10192222222222222
2019-10-01,Streetwear,Everyday,102,26474,766,680,103,1989.8186274509803,0.9663421568627452,0.696078431372549,0.9215686274509803,0.0,0.07875
2019-10-01,Streetwear,Performance,66,18464,657,573,105,1405.8136363636363,0.9469712121212122,0.7272727272727273,0.7575757575757576,0.0,0.13089848484848485
2019-10-01,Streetwear,Standard,22,694,66,61,21,344.6227272727273,0.9681818181818183,0.6363636363636364,0.7272727272727273,0.0,0.1454909090909091
2019-11-01,Casual,Activewear,8,109,14,14,7,292.5,0.9708375,0.625,0.75,0.0,0.153425
2019-11-01,Casual,All-weather,29,3405,117,106,33,926.606896551724,0.9620689655172413,0.7586206896551724,0.7586206896551724,0.0,0.09897931034482758
2019-11-01,GenZ,Trendy,40,6169,159,147,41,1294.0825,0.9658325,0.675,0.875,0.0,0.103295
2019-11-01,Outdoor,Activewear,114,39270,1109,978,118,2347.6649122807016,0.9654964912280701,0.6842105263157895,0.9122807017543859,0.0,0.07241754385964912
2019-11-01,Outdoor,Premium,21,5207,187,157,21,1808.4571428571428,0.9666666666666667,0.6666666666666666,0.8571428571428571,0.0,0.09993809523809524
2019-11-01,Streetwear,Balanced,45,12076,601,517,45,1136.7644444444445,0.9666711111111111,0.7111111111111111,0.9111111111111111,0.0,0.10480666666666667
2019-11-01,Streetwear,Everyday,93,25092,542,487,80,2318.6419354838713,0.9713258064516128,0.5698924731182796,0.967741935483871,0.0,0.05341720430107527
2019-11-01,Streetwear,Performance,48,16876,528,458,59,1448.720833333333,0.9590312500000001,0.6041666666666666,0.8333333333333334,0.0,0.11626666666666667
2019-11-01,Streetwear,Standard,21,787,51,48,16,570.5714285714286,0.9746095238095238,0.5714285714285714,0.8571428571428571,0.0,0.12489047619047619
2019-12-01,Casual,Activewear,4,101,10,10,5,555.0,0.958325,0.75,1.0,0.0,0.106175
2019-12-01,Casual,All-weather,27,3273,112,104,20,1390.1592592592594,0.9753148148148149,0.5555555555555556,0.7777777777777778,0.0,0.10593333333333332
2019-12-01,GenZ,Trendy,41,5604,220,193,35,995.8536585365854,0.9715487804878049,0.6097560975609756,0.7804878048780488,0.0,0.13144390243902437
2019-12-01,Outdoor,Activewear,140,41552,2938,2468,125,1280.8464285714285,0.9702414285714286,0.6285714285714286,0.7857142857142857,0.0,0.11379500000000001
2019-12-01,Outdoor,Premium,26,5151,305,254,25,970.573076923077,0.9679461538461538,0.6153846153846154,0.6538461538461539,0.0,0.1276076923076923
2019-12-01,Streetwear,Balanced,51,12229,562,489,56,1145.329411764706,0.9633960784313725,0.7058823529411765,0.8431372549019608,0.0,0.11556274509803921
